"Date Time","Intersection Street One","Intersection Street Two","Address Street Number","Address Street Name","Number of Motorists","Number of Cyclists","Number of Pedestrians","Number of Injured Individuals","Hospitalizations (estimated)","Neighborhood (estimated)"
"2021 Jun 02 03:37:00 PM",,,"90","ALLSTON STREET","0","0","0","0","0","Cambridgeport"
"2021 Jun 02 01:00:00 PM",,,"55","FIRST ST","1","0","0","0","0","East Cambridge"
"2021 Jun 01 11:51:00 PM","CONCORD AVE","CRAIGIE STREET",,,"2","0","0","1","1","Neighborhood Nine"
"2021 Jun 01 08:42:00 PM",,,"200","ALEWIFE BROOK PARKWAY","2","0","0","0","0","Cambridge Highlands"
"2021 Jun 01 03:57:00 PM",,,"61","MOULTON STREET","2","0","0","0","0","Cambridge Highlands"
"2021 Jun 01 02:29:00 PM","BISHOP ALLEN DRIVE",,"91","BISHOP ALLEN DRIVE","1","0","0","0","0","The Port"
"2021 Jun 01 12:33:00 PM",,,"390","CAMBRIDGE ST","2","0","0","1","1","East Cambridge"
"2021 Jun 01 10:19:00 AM",,,"1","CLIFTON CIRCLE","0","0","0","0","0","North Cambridge"
"2021 May 31 08:10:00 PM","CARDINAL MEDEIROS","BRISTOL STREET",,,"2","0","0","2","0",
"2021 May 31 06:14:00 PM",,,"232","NORFOLK ST","0","0","0","0","0","The Port"
"2021 May 31 04:46:00 PM",,,"198","ALEWIFE BROOK PKWY","0","0","0","0","0","Cambridge Highlands"
"2021 May 30 02:29:00 PM",,,"2067","MASS AVE","2","0","0","0","0","North Cambridge"
"2021 May 29 05:39:00 PM",,,"156","PROSPECT STREET","2","0","0","1","0","The Port"
"2021 May 29 11:55:00 AM","PEARL STREET","ALLSTON STREET",,,"1","0","0","0","0","Cambridgeport"
"2021 May 28 09:23:00 PM","ELERY ST","BROADWAY",,,"1","0","1","1","1","Mid-Cambridge"
"2021 May 28 05:20:00 PM",,,"1667","MASSACHUSETTS","0","0","0","1","1","Baldwin"
"2021 May 28 05:04:00 PM","CARDINAL MEDIROS","BINNEY STREET",,,"2","0","0","0","0",
"2021 May 28 02:44:00 PM",,,"1151","MASS AVE","0","0","0","0","0","Mid-Cambridge"
"2021 May 28 12:09:00 PM",,,"121","VASSAR ST","2","0","0","0","0","Area 2/MIT"
"2021 May 28 11:07:00 AM",,,"200","ALEWIFE BROOK PARKWAY","1","0","0","0","0","Cambridge Highlands"
"2021 May 28 09:33:00 AM","WARE STREET","HARVARD STREET",,,"1","0","1","1","0","Mid-Cambridge"
"2021 May 28 07:11:00 AM",,,,"PORTLAND","1","0","0","0","0",
"2021 May 27 10:00:00 PM","ALLSTON ST","PETERS ST",,,"0","0","0","0","0","Cambridgeport"
"2021 May 27 10:32:00 AM","BROADWAY","COLUMBIA",,,"1","1","0","1","0","The Port"
"2021 May 27 08:17:00 AM",,,"114","ELM STREET","2","0","0","0","0","The Port"
"2021 May 26 09:18:00 PM","NORFOLK STREET","HAMPSHIRE STREET",,,"2","0","0","0","0","Wellington-Harrington"
"2021 May 26 10:55:00 AM",,,"126","MT AUBURN STREET","1","0","0","0","0","West Cambridge"
"2021 May 25 07:17:00 PM","MASSACHUSETTS AVE.","SHEPARD ST.",,,"2","0","0","1","0","Baldwin"
"2021 May 25 06:38:00 PM",,,"320","RINDGE AVE","1","0","0","0","0","North Cambridge"
"2021 May 25 11:28:00 AM",,,"239","HARVARD ST","0","0","0","0","0","The Port"
"2021 May 25 09:32:00 AM",,,"32","BRADBURY","1","0","0","0","0",
"2021 May 24 08:20:00 PM",,,"90","FAWCETT STREET","0","0","0","0","0","Cambridge Highlands"
"2021 May 24 07:51:00 AM",,,"199","ALEWIFE BROOK PARKWAY","2","0","0","0","0","Cambridge Highlands"
"2021 May 23 05:12:00 PM","CAMBRIDGE ST","PROSPECT ST",,,"3","0","0","1","1","Wellington-Harrington"
"2021 May 23 06:21:00 AM",,,"20","CONCORD AVENUE","1","0","0","1","1","West Cambridge"
"2021 May 22 12:00:00 PM",,,"158","PUTNAM AVE","1","0","0","0","0","Riverside"
"2021 May 22 03:32:00 AM",,,"88","ELLERY STREET","1","0","0","0","1","Mid-Cambridge"
"2021 May 21 05:29:00 PM",,,,"RINDGE AVE","2","0","0","0","0",
"2021 May 21 03:24:00 PM","CAMBRIDGE ST","NORFOLK ST",,,"2","0","0","3","3","Wellington-Harrington"
"2021 May 21 02:41:00 PM",,,,"MASSACHUSETTS AVENUE","2","0","0","0","0",
"2021 May 21 11:44:00 AM","INMAN ST","HAMPSHIRE ST",,"INMAN ST","1","0","0","0","0","Mid-Cambridge"
"2021 May 21 10:19:00 AM",,,"0","HARVARD SQ","1","0","1","0","0","Mid-Cambridge"
"2021 May 21 07:15:00 AM",,,"106","SIXTH STREET","2","0","0","0","0","East Cambridge"
"2021 May 20 03:45:00 PM",,,"100","WESTERN AVE","2","0","0","0","0","Riverside"
"2021 May 19 09:25:00 PM",,,"18","NEWTOWN COURT","2","0","0","0","0","The Port"
"2021 May 19 01:23:00 PM",,,"40","GRANITE","1","1","0","1","1",
"2021 May 19 10:38:00 AM",,,"47","ROBERTS RD","1","0","0","0","0","Mid-Cambridge"
"2021 May 19 09:17:00 AM",,,"191","MT AUBURN ST","2","0","0","0","0","West Cambridge"
"2021 May 18 01:44:00 PM",,,"1493","CAMBRIDGE ST","1","0","0","0","0","Mid-Cambridge"
"2021 May 17 06:47:00 PM","CAMBRIDGE ST","ELM ST",,,"1","0","1","1","1","Wellington-Harrington"
"2021 May 17 03:32:00 PM",,,"640","CONCORD AVE","2","0","0","0","0","Cambridge Highlands"
"2021 May 17 10:00:00 AM",,,"54","FULKERSON ST","0","0","0","0","0","East Cambridge"
"2021 May 17 10:00:00 AM","PLEASANT STREET","ROCKWELL STREET",,,"1","0","0","0","0","Cambridgeport"
"2021 May 17 08:26:00 AM","QUINCY ST","CAMBRIDGE ST",,,"1","1","0","1","0","Mid-Cambridge"
"2021 May 16 03:58:00 PM",,,"615","MAIN STREET","0","0","0","0","0","Area 2/MIT"
"2021 May 16 01:22:00 PM",,,"66","BISHOP ALLEN DRIVE","2","0","0","0","0","The Port"
"2021 May 15 02:39:00 PM","SIXTH STREET","GORE STREET",,,"0","0","0","0","0","East Cambridge"
"2021 May 15 07:00:00 AM",,,"220","ALEWIFE BROOK PARKWAY","0","0","0","0","0","Cambridge Highlands"
"2021 May 14 01:48:00 PM","SOMERVILLE AVE","MASS AVE",,,"1","0","0","0","0","North Cambridge"
"2021 May 14 09:19:00 AM",,,"407","CONCORD AVE","2","0","0","0","0","Neighborhood Nine"
"2021 May 14 08:30:00 AM","HAMPSHIRE ST","ANTRIM ST",,,"0","1","0","0","0",
"2021 May 14 07:25:00 AM","MT AUBURN ST","TRAILL ST",,,"1","0","1","1","1","West Cambridge"
"2021 May 14 02:39:00 AM",,,"240","PROSPECT ST","1","0","0","0","0","The Port"
"2021 May 13 11:00:00 AM",,,"63","LAWN ST","0","0","0","0","0","Strawberry Hill"
"2021 May 13 08:45:00 AM",,,"2495","MASSACHUSETTS AVE","2","0","0","1","1","North Cambridge"
"2021 May 12 08:47:00 PM","CAMBRIDGE ST","CARDINAL MADEIROS",,,"1","0","0","0","0","Wellington-Harrington"
"2021 May 12 01:02:00 PM","CAMBRIDGE STREET","TROWBRIDGE STREET",,,"1","0","1","1","0","Mid-Cambridge"
"2021 May 12 10:21:00 AM",,,"1514","MASS AVE","2","0","0","0","0","Riverside"
"2021 May 12 10:00:00 AM","WESTERN AVE","HOWARD STREET",,,"1","1","0","1","1","Riverside"
"2021 May 11 05:25:00 PM",,,"2029","MASSACHSUETTS AVE","2","0","0","0","0","North Cambridge"
"2021 May 11 01:09:00 PM","CAMBRIDGE ST.","SIXTH ST.",,,"1","0","0","1","0","East Cambridge"
"2021 May 11 08:31:00 AM",,,"82","ELM STREET","0","0","0","0","0","The Port"
"2021 May 10 09:22:00 PM",,,"8","CHALK STREET","0","0","0","0","0","Cambridgeport"
"2021 May 10 09:10:00 PM",,,"10","MUSEUM WAY","1","0","1","1","1","East Cambridge"
"2021 May 10 01:48:00 PM","MASSACHUSETTS AVE","ALBANY STREET",,,"1","1","0","1","1","Cambridgeport"
"2021 May 09 07:26:00 PM","MASS AVE","GARFIELD ST",,,"3","0","0","0","0","Neighborhood Nine"
"2021 May 09 01:16:00 PM",,,"77","MASSACHUSETTS AVE","2","0","0","1","1","Area 2/MIT"
"2021 May 09 10:30:00 AM",,,"15","CHALK ST","0","0","0","0","0","Cambridgeport"
"2021 May 08 11:39:00 AM",,,,"MASS AVE","2","0","0","0","0",
"2021 May 08 11:02:00 AM","HARVARD STREET","NORFOLK STREET",,,"2","0","0","0","0","The Port"
"2021 May 07 01:00:00 PM",,,"241","RINDGE AVE","2","0","0","0","0","North Cambridge"
"2021 May 07 11:45:00 AM","CHESTNUT STREET","PEARL STREET",,"CHESTNUT STREET","2","0","0","0","0","Cambridgeport"
"2021 May 07 08:32:00 AM","THIRD ST.","BINNEY ST.",,,"2","0","0","1","0","East Cambridge"
"2021 May 05 11:51:00 AM","MAGAZINE ST","AUBURN ST",,,"2","0","0","2","2","Cambridgeport"
"2021 May 05 11:05:00 AM","CAMBRIDGE ST","HAMPSHIRE ST",,,"1","0","0","0","0","Wellington-Harrington"
"2021 May 04 09:16:00 PM",,,"107","PEARL STREET","1","0","0","0","0","Cambridgeport"
"2021 May 04 12:00:00 PM","KIRKLAND ST","IRVING ST",,,"2","0","0","0","0","Mid-Cambridge"
"2021 May 04 08:31:00 AM","BROADWAY ST","AMES ST",,,"2","0","0","0","0","East Cambridge"
"2021 May 03 03:50:00 PM",,,"15","DOVER STREET","1","0","0","0","0","North Cambridge"
"2021 May 03 02:32:00 PM","JFK STREET","ELLIOT STREET",,,"2","0","0","1","1","West Cambridge"
"2021 May 03 02:17:00 PM",,,"160","WINDSOR ST","0","0","0","0","0","The Port"
"2021 May 03 12:01:00 PM",,,"14","NEWTOWNE COURT","1","0","0","0","0","The Port"
"2021 May 03 10:05:00 AM",,,"75","RESERVOIR","0","0","0","0","0",
"2021 May 03 10:00:00 AM",,,"19","WARE ST","0","0","0","0","0","Mid-Cambridge"
"2021 May 03 09:10:00 AM","CONCORD AVENUE","HURON AVE",,,"0","0","0","0","0","Neighborhood Nine"
"2021 May 02 06:08:00 PM",,,"130","SPRING STREET","1","0","0","0","0","East Cambridge"
"2021 May 02 03:46:00 AM",,,"69","RESERVOIR ST","1","0","0","0","0","West Cambridge"
"2021 Apr 30 08:39:00 PM",,,,"PROSPECT STREET","1","0","0","1","1",
"2021 Apr 30 07:43:00 PM",,,"35","WHITE STREET","0","0","0","0","0","North Cambridge"
"2021 Apr 30 07:24:00 PM",,,"37","WHITE ST","2","0","0","0","0","North Cambridge"
"2021 Apr 30 12:00:00 PM",,,"1","STATE STREET","0","0","0","0","0","The Port"
"2021 Apr 30 10:23:00 AM",,,"200","TECHNOLOGY SQ","1","0","0","1","1","The Port"
"2021 Apr 30 07:50:00 AM",,,"699","MT. AUBURN STREET","2","0","0","0","0","West Cambridge"
"2021 Apr 29 06:21:00 PM",,,,"FRANKLIN STREET","1","0","0","0","0",
"2021 Apr 29 09:32:00 AM",,,"675","CONCORD AVE","0","0","0","0","0","Cambridge Highlands"
"2021 Apr 29 07:20:00 AM","THIRD ST","CAMBRIDGE ST",,,"3","0","0","1","1","East Cambridge"
"2021 Apr 28 02:58:00 PM",,,"282","MASS AVE","1","0","1","1","0","Cambridgeport"
"2021 Apr 28 02:00:00 PM",,,"0","CYPRESS STREET","0","0","0","0","0","North Cambridge"
"2021 Apr 28 10:15:00 AM",,,"1374","MASS AVE","2","0","0","0","0","Riverside"
"2021 Apr 28 08:01:00 AM",,,"625","MT. AUBURN STREET","2","0","0","0","0","West Cambridge"
"2021 Apr 27 05:37:00 PM",,,"412","HARVARD STREET","0","0","0","0","0","Mid-Cambridge"
"2021 Apr 27 11:05:00 AM",,,"37","HIGHLAND AVE","1","0","0","0","0","Mid-Cambridge"
"2021 Apr 26 05:19:00 PM",,,"187","HAMPSHIRE ST","1","0","0","0","0","Wellington-Harrington"
"2021 Apr 26 04:25:00 PM",,,,"COLUMBIA STREET","0","1","0","1","0",
"2021 Apr 25 09:16:00 PM","WESTERN AVE","PUTNAM AVE","325","WESTERN AVE","2","0","0","2","2","Riverside"
"2021 Apr 24 02:00:00 PM","MAGAZINE STREET","FLORENCE STREET","159","MAGAZINE STREET","1","0","0","0","0","Cambridgeport"
"2021 Apr 24 11:45:00 AM","MAGAZINE ST","WILLIAM ST",,,"2","0","0","1","1","Cambridgeport"
"2021 Apr 23 06:35:00 PM","CONCORD AVE","BOND ST",,,"2","0","0","0","0","West Cambridge"
"2021 Apr 22 11:14:00 AM",,,"3","GARDEN ST","2","0","0","0","0","West Cambridge"
"2021 Apr 21 07:57:00 PM","HAMILTON STREET","BROOKLINE STREET",,,"1","0","1","1","1","Cambridgeport"
"2021 Apr 20 01:42:00 PM",,,"27","ROBERTS ROAD","1","0","0","0","0","Mid-Cambridge"
"2021 Apr 19 04:25:00 PM","MASSACHUSETTS AVE","BEECH STR",,,"2","0","0","0","0","North Cambridge"
"2021 Apr 19 03:36:00 PM",,,,"BISHOP ALLEN DRIVE","2","0","0","0","0",
"2021 Apr 19 08:00:00 AM","KIRKLAND ST","ROBERTS RD",,,"2","0","0","0","0","Mid-Cambridge"
"2021 Apr 18 01:09:00 AM",,,"20","WENDELL","0","0","0","0","0",
"2021 Apr 17 06:45:00 PM",,,"822","SOMERVILLE AVE","1","0","0","0","0","North Cambridge"
"2021 Apr 17 09:00:00 AM",,,"11","ELLSWORTH AVE","0","0","0","0","0","Mid-Cambridge"
"2021 Apr 16 10:30:00 AM","HIGHLAND AVE","GREENOUGH AVE",,,"1","0","0","0","0",
"2021 Apr 16 08:58:00 AM",,,,"MGEE ST","0","0","0","0","0",
"2021 Apr 16 08:37:00 AM",,,"120","AMES PLACE","1","0","0","0","0",
"2021 Apr 16 08:00:00 AM",,,"157","SIXTH ST","0","0","0","0","0","East Cambridge"
"2021 Apr 15 10:00:00 PM",,,,"MAGAZINE STREET","0","0","0","0","0",
"2021 Apr 14 12:15:00 PM",,,"100","TROWBRIDGE STREET","1","0","0","0","0","Mid-Cambridge"
"2021 Apr 14 07:15:00 AM","MASSACHUSETTS AVENUE","ALBANY STREET","158","MASSACHUSETTS AVENUE","1","0","0","0","0","Cambridgeport"
"2021 Apr 13 10:15:00 AM","THIRD ST","HURLEY ST",,,"2","0","0","0","0","East Cambridge"
"2021 Apr 13 12:00:00 AM",,,"75","SEVENTH STREET","0","0","0","0","0","East Cambridge"
"2021 Apr 12 06:45:00 PM",,,"171","RAYMOND ST","0","0","0","0","0","Neighborhood Nine"
"2021 Apr 12 05:06:00 PM",,,"316","RINDGE AVE #9","0","0","0","0","0","North Cambridge"
"2021 Apr 12 01:40:00 PM","MASS AVE",,"2451","MASS AVE","1","0","0","0","0","North Cambridge"
"2021 Apr 12 10:31:00 AM",,,"2556","MASSACHUSETTS AVE","2","0","0","1","1","North Cambridge"
"2021 Apr 12 07:42:00 AM","AUBURN STREET","RIVER STREET",,,"1","0","0","0","0","Riverside"
"2021 Apr 12 02:00:00 AM",,,"10","EDUCATION CIRCLE","0","0","0","0","0","East Cambridge"
"2021 Apr 11 01:38:00 PM",,,"440","MASSACHUSETTS AVENUE","1","0","0","0","0","Cambridgeport"
"2021 Apr 11 11:17:00 AM","CONCORD AVENUE","FERN STREET",,,"1","0","0","0","0","Neighborhood Nine"
"2021 Apr 11 09:33:00 AM",,,"23","CAMBRIDGE TERRACE","0","0","0","0","0","Neighborhood Nine"
"2021 Apr 10 05:43:00 PM","NEW ST","CONCORD AVE",,,"1","0","0","0","0",
"2021 Apr 10 04:17:00 PM",,,"5","CALENDAR STREET","0","0","0","0","0",
"2021 Apr 10 02:02:00 PM",,,"361","WESTERN AVE","2","0","0","0","0","Riverside"
"2021 Apr 10 10:20:00 AM","CAMBRIDGE ST","COLUMBIA ST","1030`","CAMBRIDGE ST","2","0","0","0","0","Wellington-Harrington"
"2021 Apr 09 03:05:00 PM","MASSACHUSETTS AVE","BROOKLINE STREET",,,"2","0","0","0","0","Cambridgeport"
"2021 Apr 09 11:19:00 AM",,,"300","MASSACHUSETTS AVE","3","0","0","0","2","Cambridgeport"
"2021 Apr 09 07:45:00 AM",,,"207","MAGAZINE ST","1","0","0","0","0","Cambridgeport"
"2021 Apr 08 05:20:00 PM",,,"150","ERIE STREET","0","0","0","0","0","Cambridgeport"
"2021 Apr 08 04:57:00 PM",,,"784","MAIN STREET","2","0","0","0","0","The Port"
"2021 Apr 08 01:30:00 PM","MASSACHUSETTS AVENUE","PLEASANT STREET",,,"2","0","0","0","0","Riverside"
"2021 Apr 08 11:23:00 AM",,,"50","CHURCHILL AVE","1","0","0","0","0","North Cambridge"
"2021 Apr 08 09:59:00 AM","PUTNAM AVE","CALLENDER ST",,"PUTNAM AVE","2","0","0","0","0","Riverside"
"2021 Apr 07 02:42:00 PM",,,"45","UNIVERSITY RD","1","0","0","0","0","West Cambridge"
"2021 Apr 07 01:37:00 PM","GREEN ST","PEARL ST",,,"2","0","0","0","0","Cambridgeport"
"2021 Apr 06 02:50:00 PM","MASSACHUSETTS AVE","DAVENPORT ST",,"MASSACHUSETT AVE","2","0","0","1","1","North Cambridge"
"2021 Apr 06 09:38:00 AM",,,"101","PROSPECT ST","2","0","0","0","0","The Port"
"2021 Apr 06 08:28:00 AM",,,"5/7","BLAKE STREET","2","0","0","0","0","North Cambridge"
"2021 Apr 05 07:35:00 PM",,,"1950","MASS AVE","2","0","0","0","0","North Cambridge"
"2021 Apr 05 12:25:00 PM",,,"10","MILLER AVE","0","0","0","0","0","North Cambridge"
"2021 Apr 05 08:24:00 AM",,,"12","EVERETT ST","1","0","0","0","0","Baldwin"
"2021 Apr 04 07:29:00 PM",,,"361","RINDGE AVENUE","0","0","0","0","0","North Cambridge"
"2021 Apr 04 01:45:00 PM",,,"536","MASS AVE","2","0","0","0","0","Cambridgeport"
"2021 Apr 04 12:38:00 PM","MASSACHUSETTS AVENUE","CHURCH STREET",,,"1","1","0","1","1","West Cambridge"
"2021 Apr 03 05:48:00 PM","BROOKLINE STREET",,,"BROOKLINE STREET","0","0","0","0","0",
"2021 Apr 03 03:46:00 PM","BISHOP ALLEN DRIVE","NORFOLK ST",,"BISHOP ALLEN DRIVE","1","0","0","0","0","The Port"
"2021 Apr 03 01:36:00 PM",,,"748","MEMORIAL DRIVE","1","0","0","0","1","Cambridgeport"
"2021 Apr 02 09:23:00 PM",,,"520","MASSACHUSETTS AVENUE","2","0","0","0","0","Cambridgeport"
"2021 Apr 02 05:02:00 PM",,,"110","MOUNT AUBURN STREET","2","0","0","0","0","West Cambridge"
"2021 Apr 01 09:45:00 AM","MASSACHUSETTS AVE","COLUMBUS AVE",,,"2","0","0","0","0","North Cambridge"
"2021 Apr 01 09:36:00 AM","TREMONT ST","BROADWAY",,,"2","0","0","0","0","The Port"
"2021 Apr 01 08:47:00 AM","MASS AVE","VASSAR ST","151","MASS AVE","3","0","0","0","1","Mid-Cambridge"
"2021 Mar 30 04:35:00 PM",,,"2440","MASS AVE","2","0","0","1","1","North Cambridge"
"2021 Mar 30 12:45:00 PM",,,"19","TROWBRIDGE ST","1","0","0","0","0","Mid-Cambridge"
"2021 Mar 30 08:58:00 AM",,,"82","RICHDALE AVE","2","0","0","1","1","Neighborhood Nine"
"2021 Mar 29 10:37:00 PM","GREEN","PUTNAM",,,"0","0","0","0","0",
"2021 Mar 29 06:14:00 AM","CAMBRIDGE","THIRD",,,"2","0","0","0","0",
"2021 Mar 28 03:45:00 PM",,,"275","PROSPECT ST","2","0","0","0","0","Mid-Cambridge"
"2021 Mar 27 05:34:00 AM",,,"26","UPLAND ROAD","1","0","0","1","1","Neighborhood Nine"
"2021 Mar 26 07:00:00 PM","COLUMBIA STREET","HAMPSHIRE STREET",,,"1","1","0","1","1","Wellington-Harrington"
"2021 Mar 26 04:57:00 PM","MASSACHSETTS AVE","PROSECT STREET",,,"2","0","0","0","0",
"2021 Mar 26 03:28:00 PM",,,"5","THIRD STREET","1","0","0","0","0","East Cambridge"
"2021 Mar 26 01:02:00 PM",,,"221","CONCORD AVE","2","0","0","1","1","Neighborhood Nine"
"2021 Mar 25 09:03:00 PM","TROWBRIDGE ST","MASSACHUSETTS AVE",,,"1","0","1","0","0","Mid-Cambridge"
"2021 Mar 25 03:28:00 PM","WALDEN ST","WOOD ST",,,"2","0","0","0","0","Neighborhood Nine"
"2021 Mar 25 08:09:00 AM",,,"27","MT AUBURN STREET","1","0","0","0","0","Riverside"
"2021 Mar 24 06:14:00 PM",,,,"ELLERY STREET","2","0","0","0","0",
"2021 Mar 23 03:56:00 AM","MASSACHUSETTS AVE",,"536","MASSACHUSETTS AVE","1","0","0","0","0","Cambridgeport"
"2021 Mar 22 02:32:00 PM",,,"1452","CAMBRIDGE ST","0","0","0","0","0","Mid-Cambridge"
"2021 Mar 22 02:01:00 PM",,,"121","JACKSON ST","0","0","0","0","0","North Cambridge"
"2021 Mar 22 09:34:00 AM",,,"111","HAMPSHIRE ST","2","0","0","1","0","Wellington-Harrington"
"2021 Mar 21 10:23:00 AM",,,"575","MEMORIAL DR","0","0","0","0","0","Area 2/MIT"
"2021 Mar 19 08:14:00 AM",,,"3","ARROW ST.","0","0","0","0","0","Riverside"
"2021 Mar 18 08:29:00 AM",,,"35","JFK STREET","2","0","0","0","0","West Cambridge"
"2021 Mar 18 12:00:00 AM",,,"46","PEARL STREET","1","0","0","0","0","Cambridgeport"
"2021 Mar 16 04:18:00 PM",,,"315","BROADWAY","0","0","0","0","0","The Port"
"2021 Mar 14 03:30:00 PM",,,"65","SMITH PLACE","1","0","0","0","0","Cambridge Highlands"
"2021 Mar 14 12:01:00 PM",,,"115","PROSPECT ST","1","0","0","0","0","Mid-Cambridge"
"2021 Mar 13 01:45:00 PM","MASS AVE","AMHERST ST",,,"2","0","0","0","0","Area 2/MIT"
"2021 Mar 12 07:08:00 PM",,,"223","BROADWAY","1","0","1","2","1","The Port"
"2021 Mar 12 06:30:00 PM",,,"42","LINCOLN ST","0","0","0","0","0","Wellington-Harrington"
"2021 Mar 12 03:38:00 PM",,,"170","WINDSOR STREET","1","0","0","0","0","The Port"
"2021 Mar 12 02:06:00 PM",,,"75","MAGAZINE STREET","0","0","0","0","0","Cambridgeport"
"2021 Mar 12 11:38:00 AM","MASS AVE","LANDSDOWNE ST","200","MASS AVE","2","0","0","0","0","Riverside"
"2021 Mar 12 07:20:00 AM","MT AUBURN ST","HAWTHORN ST",,,"2","0","0","0","0","West Cambridge"
"2021 Mar 11 05:21:00 PM",,,"48","SIXTH ST","0","0","0","0","0","East Cambridge"
"2021 Mar 11 01:00:00 PM",,,"200","ALEWIFE PARKWAY","0","0","0","0","0",
"2021 Mar 11 07:40:00 AM","CAMBRIDGE ST","ANTRIM ST",,"CAMBRIDGE ST","1","0","0","0","0","Mid-Cambridge"
"2021 Mar 11 06:30:00 AM","AMES ST","AMES PLACE","75","AMES ST","1","0","0","0","0","Area 2/MIT"
"2021 Mar 10 08:06:00 PM","BRATTLE ST","WILLARD STREET",,,"2","0","0","0","1","West Cambridge"
"2021 Mar 10 04:20:00 PM",,,"37","DANA STREET","0","0","0","0","0","Mid-Cambridge"
"2021 Mar 10 12:45:00 PM",,,"42","BRISTOL ST","1","0","0","0","0","Wellington-Harrington"
"2021 Mar 10 12:30:00 PM",,,"625","MT AUBURN ST","2","0","0","0","0","West Cambridge"
"2021 Mar 10 11:38:00 AM",,,"101","MAIN ST","1","0","0","0","0","East Cambridge"
"2021 Mar 10 08:07:00 AM",,,"160","CHESTNUT ST","0","0","0","0","0","Cambridgeport"
"2021 Mar 09 04:30:00 PM",,,"25","CRAIGIE STREET","1","0","0","0","0","West Cambridge"
"2021 Mar 09 04:27:00 PM","GREEN STREET","BROOKLINE STREET",,"GREEN STREET","1","0","0","0","0","Cambridgeport"
"2021 Mar 08 05:49:00 PM","LINCOLN STREET","COLUMBIA STREET","81","LINCOLN STREET","1","0","0","0","0","Wellington-Harrington"
"2021 Mar 07 09:53:00 PM",,,"1001","MASSACHUSETTS AVENUE","1","1","0","1","1","Mid-Cambridge"
"2021 Mar 07 05:12:00 PM",,,"5","CAMBRIDGEPARK DR","1","0","1","1","1","North Cambridge"
"2021 Mar 07 02:45:00 PM",,,"47","COOLIDGE HILL ROAD","0","0","0","0","0","West Cambridge"
"2021 Mar 07 02:42:00 PM",,,"612","MAIN STREET","0","0","0","0","0","The Port"
"2021 Mar 07 12:27:00 PM","ALBANY","MASS AVE",,,"2","0","0","2","2","Cambridgeport"
"2021 Mar 06 03:06:00 PM","PLEASANT ST.","RIVER ST.",,,"1","0","0","0","0",
"2021 Mar 06 12:54:00 PM","WESTERN AVE","HOWARD ST",,,"1","0","1","0","0","Riverside"
"2021 Mar 05 01:30:00 PM",,,,"BRATTLE STREET","1","0","0","0","0",
"2021 Mar 04 10:53:00 PM",,,"165","CAMBRIDGE PARK DRIVE","1","0","0","0","0","North Cambridge"
"2021 Mar 04 04:35:00 PM","MT AUBURN ST","LOWELL ST",,,"2","0","0","1","0","West Cambridge"
"2021 Mar 04 04:30:00 PM",,,"72","HAMILTON STREET","1","0","0","0","0","Cambridgeport"
"2021 Mar 04 09:11:00 AM",,,"11","DONNELL ST","0","0","0","0","0","Neighborhood Nine"
"2021 Mar 03 03:26:00 PM",,,"289","ELM STREET","1","0","0","0","0","Wellington-Harrington"
"2021 Mar 02 07:18:00 PM",,,"149","WILLOW ST","0","0","0","0","0","Wellington-Harrington"
"2021 Mar 02 10:02:00 AM",,,"78","MOUNT AUBURN STREET","2","0","0","0","0","Riverside"
"2021 Mar 02 08:02:00 AM",,,"119","HARVARD ST","2","0","0","1","1","The Port"
"2021 Mar 02 07:18:00 AM",,,,"SARGENT ST","0","0","0","0","0",
"2021 Mar 01 09:59:00 PM",,,"1316","MASS AVE","1","0","0","0","0","Riverside"
"2021 Mar 01 02:18:00 PM","THIRD ST","BINNEY ST",,,"2","0","0","2","0","East Cambridge"
"2021 Mar 01 11:37:00 AM",,,"140","HARVARD ST","0","0","0","0","0","The Port"
"2021 Mar 01 12:08:00 AM","MASSACHUSETTS AVE","MEMORIAL DRIVE",,,"0","0","0","0","0","Area 2/MIT"
"2021 Feb 28 04:19:00 PM",,,"24","GARDEN ST","2","0","0","0","0","West Cambridge"
"2021 Feb 28 04:00:00 PM",,,"1199","CAMBRIDGE STREET","3","0","0","2","2","Wellington-Harrington"
"2021 Feb 28 06:45:00 AM","RINDGE AVE","JACKSON ST",,,"1","0","0","0","0",
"2021 Feb 27 06:00:00 PM",,,"5","SHEPARD ST","0","0","0","0","0","Neighborhood Nine"
"2021 Feb 27 02:44:00 PM",,,"1","CORCORAN LANE","1","0","0","0","0","Strawberry Hill"
"2021 Feb 26 11:15:00 PM",,,"20","WARE STREET","1","0","0","0","0","Mid-Cambridge"
"2021 Feb 26 08:54:00 PM",,,"80","JOHN F. KENNEDY","2","0","0","0","0",
"2021 Feb 26 06:47:00 PM",,,,"MASSACHUSETTS AVE","2","0","0","0","1",
"2021 Feb 26 03:22:00 PM","CARDINAL MEDERIOS","LILAC COURT",,,"2","0","0","0","0",
"2021 Feb 26 12:49:00 PM",,,"289","RINDGE AVENUE","1","0","0","0","0","North Cambridge"
"2021 Feb 26 11:08:00 AM",,,"315","CONCORD AVENUE","0","0","0","0","0","Neighborhood Nine"
"2021 Feb 26 07:23:00 AM","HAMPSHIRE","ANTRIM",,,"2","0","0","0","0",
"2021 Feb 24 08:19:00 PM","MASSACHUSETTS AVE","CHAUNCY STREET",,,"1","0","0","1","1","West Cambridge"
